houston,http://houston.craigslist.org/sys/2117265116.html,"Macbook Pro 17"" T9900 8GB RAM 3.06 GHz  -",1200,17,3.06,8,500,2265.1726,1065.1726
houston,http://houston.craigslist.org/sys/2117144251.html,"Apple Macbook Pro 15"" 2.8Ghz/4GB/128GB SSD -",1200,15,2.8,4,128,1650.908,450.908
houston,http://houston.craigslist.org/sys/2111158295.html,"Apple MacBook Pro 13"", 2.66GHZ Dual Core, 320GB, like-new! -",1250,13,2.66,4,320,1450.5686,200.5686
houston,http://houston.craigslist.org/sys/2087373272.html,"Macbook Pro 15"" Excellent Condition -",1000,15,2.66,4,320,1565.2286,565.2286
houston,http://houston.craigslist.org/sys/2086696609.html,Macbook Pro 17 -,1500,17,2.93,4,640,2141.9503,641.9503
houston,http://houston.craigslist.org/sys/2080572546.html,"&#9658;&#9658;Brand NEW&#9658;&#9658;  APPLE MacBook PRO  &#9658;15.4""&#9658; -",1004,15,2.66,4,500,1642.6286,638.6286
houston,http://houston.craigslist.org/sys/2076022893.html,"15"" Macbook Pro, 4Gb**500Gb**Final Cut Pro**Logic Pro**Pro Tools**CS5 -",999,15,2.4,4,500,1330.184,331.184
lasvegas,http://lasvegas.craigslist.org/sys/2130894375.html,"17"" silver macbook pro like new with apple pro protection plan  -",950,17,2.6,2,320,1594.186,644.186
lasvegas,http://lasvegas.craigslist.org/sys/2110391778.html,"7200RPM Macbook Pro 17"" -",1200,17,3.06,8,500,2265.1726,1065.1726
lasvegas,http://lasvegas.craigslist.org/sys/2101296162.html,"New 17"" Apple MacBook Pro -",1500,17,2.53,4,500,1601.0663,101.0663
lasvegas,http://lasvegas.craigslist.org/sys/2090846396.html,"MacBook Pro(MC372LL/A),2.53GHz,4GB,500GB,i5,15""Software -",1000,15,2.53,4,500,1486.4063,486.4063
lasvegas,http://lasvegas.craigslist.org/sys/2088834527.html,"2007 MacBook Pro 17"" -",860,17,2.4,2,160,1285.044,425.044
lasvegas,http://lasvegas.craigslist.org/sys/2084761711.html,"17"" MacBook Pro in perfect condition -",1200,17,3.06,8,500,2265.1726,1065.1726
lasvegas,http://lasvegas.craigslist.org/sys/2083248968.html,"MACBOOK PRO 17"" LIKE NEW 4GB RAM ANTIGLARE SCREEN! SUPER NICE -",875,17,2.33,4,250,1253.2243,378.2243
lasvegas,http://lasvegas.craigslist.org/sys/2082736899.html,"MACBOOK PRO 17"" LIKE NEW INTEL CORE 2 DUO 4GB RAM 250GB HD -",875,17,2.33,4,250,1253.2243,378.2243
losangeles,http://losangeles.craigslist.org/wst/sys/2147594520.html,"MacBook Pro Unibody 2.53 13"" 4GIG DDR3  500.11 GB HD mint  -",1150,13,2.53,4,500,1371.7463,221.7463
losangeles,http://losangeles.craigslist.org/sfv/sys/2147470833.html,MacBook Pro 13' Unibody -,800,13,2.26,2,160,887.4846,87.4846
losangeles,http://losangeles.craigslist.org/lac/sys/2147288212.html,"17"" Macbook Pro 2.33GHZ: Final Cut Pro 7, Adobe CS5, Logic 9, More!! -",1000,17,2.33,2,500,1347.1243,347.1243
losangeles,http://losangeles.craigslist.org/lac/sys/2147275247.html,"17"" Macbook Pro 2.66GHZ Unibody - Applecare, 6GB, 500GB HD, SuperFast! -",1600,17,2.66,6,500,1770.8886,170.8886
losangeles,http://losangeles.craigslist.org/sgv/sys/2144044726.html,"Brand new Macbook Pro! 13"" -",1100,13,2.53,4,500,1371.7463,271.7463
losangeles,http://losangeles.craigslist.org/wst/sys/2143710342.html,"17"" Apple Macbook Pro 2.6Ghz Core 2 Duo with AppleCare  -",1020,10,2.6,2,200,1141.276,121.276
losangeles,http://losangeles.craigslist.org/sfv/sys/2142721036.html,"NEW MacBook Pro Laptops 13"" &amp; 15"" &amp; Apple 21.5"" iMacs -",1300,13,2.66,4,320,1450.5686,150.5686
losangeles,http://losangeles.craigslist.org/lac/sys/2142698344.html,Apple MacBook PRO 15 inch - EXCELLENT condition -,1050,10,2.5,4,500,1163.705,113.705
losangeles,http://losangeles.craigslist.org/lac/sys/2141712353.html,Apple MacBook Pro 15 inch 2.5GHz C2D/2GB/250GB/OS 10.5 -,900,10,2.5,2,250,1042.605,142.605
losangeles,http://losangeles.craigslist.org/sfv/sys/2140661367.html,Apple MacBook Pro 2.4 GHz Core 2 Duo With LED Screen Laptop -,850,15,2.4,2,250,1209.084,359.084
losangeles,http://losangeles.craigslist.org/lac/sys/2139974077.html,Macbook Pro 15-Inch Laptop For Sale! -,1250,15,2.53,4,320,1409.0063,159.0063
losangeles,http://losangeles.craigslist.org/lac/sys/2137146049.html,Apple MacBook PRO 15 inch - EXCELLENT condition -,1050,10,2.6,4,500,1283.876,233.876
miami,http://miami.craigslist.org/pbc/sys/2147827228.html,Apple MacBook Pro 15 inch 2.33GHz 320GB -,899,15,2.33,3,320,1161.8643,262.8643
miami,http://miami.craigslist.org/pbc/sys/2147819747.html,Apple MacBook Pro 15 inch 2.8GHz 500GB Unibody -,1379,15,2.8,4,500,1810.868,431.868
miami,http://miami.craigslist.org/pbc/sys/2145630417.html,"2010 Macbook Pro 13"" 2.4GHz 4GB RAM 500GB HDD ...NEWEST MODEL!!! -",1100,13,2.4,4,500,1215.524,115.524
miami,http://miami.craigslist.org/mdc/sys/2143203588.html,"Apple MacBook Pro 15"" i7,2.66GHz,8GB,1,000GB -",1050,15,2.66,8,0,1454.8286,404.8286
miami,http://miami.craigslist.org/pbc/sys/2142740205.html,"13.3"" MacBook Pro LED 2.4GHz 4GB 250GB Model #MC374LL/A -",920,13,2.4,4,250,1108.024,188.024
miami,http://miami.craigslist.org/mdc/sys/2138589574.html,MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/mdc/sys/2135534439.html,MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/mdc/sys/2133904589.html,MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/mdc/sys/2133896638.html,New MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/mdc/mob/2121852401.html,MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/brw/sys/2120483256.html,Nice Macbook Pro 15 Laptop(Aluminum) Great--obo -,1100,15,2.5,4,500,1450.355,350.355
miami,http://miami.craigslist.org/mdc/sys/2111567384.html,17 inch Apple Macbook Pro -,950,10,2.4,4,640,1103.734,153.734
miami,http://miami.craigslist.org/brw/sys/2109379168.html,Mac Daddy 17inch Macbook Pro -,1100,17,2.4,4,640,1505.044,405.044
miami,http://miami.craigslist.org/brw/sys/2100235579.html,MacBook pro -,1200,13,2.66,4,320,1450.5686,250.5686
miami,http://miami.craigslist.org/mdc/sys/2098610830.html,"Apple MacBook Pro 15.4"", 2.53GHz, 250GB, 4GB, SNOW LEOPARD - $1000  -",1000,15,2.53,4,250,1378.9063,378.9063
miami,http://miami.craigslist.org/mdc/sys/2097932365.html,"NEW MODEL Macbook PRO 15"" Aluminum-Unibody~~NEW NEW -",1200,15,2.66,4,500,1642.6286,442.6286
miami,http://miami.craigslist.org/mdc/sys/2097585762.html," T9900 8GB RAM Macbook Pro 17""  -",1200,17,3.06,8,500,2265.1726,1065.1726
miami,http://miami.craigslist.org/mdc/sys/2094190309.html,Macbook Pro 13.3 -,1000,13,2.53,4,320,1294.3463,294.3463
miami,http://miami.craigslist.org/pbc/sys/2085330270.html,"Apple MacBook Pro 17"" 2.6GHz 160GB 256MB VRAM! -",1199,15,2.6,2,160,1410.726,211.726
minneapolis,http://minneapolis.craigslist.org/wsh/sys/2144123715.html,"MacBook Pro 17"" - 2.4ghz, 4 gb RAM, 250 gb HD -",950,17,2.4,4,250,1337.344,387.344
minneapolis,http://minneapolis.craigslist.org/hnp/sys/2142070361.html,"15"" macbook pro 2.53ghz 500gb 4gb -",1350,15,2.53,4,500,1486.4063,136.4063
minneapolis,http://minneapolis.craigslist.org/hnp/sys/2127554682.html,Macbook Pro -,900,15,2.5,4,250,1342.855,442.855
minneapolis,http://minneapolis.craigslist.org/dak/sys/2121475344.html,"15"" Macbook Pro -",900,15,2.5,4,500,1450.355,550.355
minneapolis,http://minneapolis.craigslist.org/hnp/sys/2116408205.html,Apple MacBook Pro 15.4 -,1650,15,2.8,4,500,1810.868,160.868
minneapolis,http://minneapolis.craigslist.org/hnp/sys/2104538202.html,"-------- Macbook Pro 15"" 2.53 GHz 250GB 4GB RAM Unibody ---------- -",1290,15,2.53,4,250,1378.9063,88.9063
newyork,http://newyork.craigslist.org/mnh/sys/2147860506.html," NEW MacBook Pro 2.53GHz 13"" C2D -",1100,13,2.53,4,250,1264.2463,164.2463
newyork,http://newyork.craigslist.org/mnh/sys/2147206519.html,"Macbook Pro 15"" - Final Cut, Pro Tools, Logic, Reason, CS4, Office.... -",1200,15,2.4,4,500,1330.184,130.184
newyork,http://newyork.craigslist.org/fct/sys/2146876737.html,"Apple MacBook Pro 13"" Unibody 2Ghz 2GB 160GB 256MB -",800,13,2.26,2,160,887.4846,87.4846
newyork,http://newyork.craigslist.org/mnh/sys/2146118079.html,"15"" MacBook Pro - 2.4GHz Core 2 Duo, 4GB RAM -",800,10,2.4,4,200,914.534,114.534
newyork,http://newyork.craigslist.org/mnh/sys/2146115909.html,2010 macbook pro 13..4 months old -,950,13,2.4,4,250,1108.024,158.024
newyork,http://newyork.craigslist.org/que/ele/2145558832.html,"Macbook Pro Intel i7 15"" -",850,15,2.53,8,500,1513.6063,663.6063
