boston,http://boston.craigslist.org/gbs/sys/2144921525.html,"Apple Macbook Pro 15"" 2.66Ghz i7 512GB SSD 8GB Warranty -",800,15,2.66,8,512,874.9886
boston,http://boston.craigslist.org/gbs/sys/2144887454.html,"MACBOOK PRO 15"" - LIKE NEW !!! -",850,15,2.16,0,120,1.1736
boston,http://boston.craigslist.org/gbs/sys/2143819536.html,"15"" MacBook Pro 2.33 GHz Intel Core 2 Duo -",850,10,2.33,2,160,-50.3857
boston,http://boston.craigslist.org/gbs/sys/2143775330.html,macbook pro -,900,13,2.53,4,250,364.2463
boston,http://boston.craigslist.org/gbs/sys/2142629015.html,13 inch macbook pro -,1100,13,2.53,4,250,164.2463
chicago,http://chicago.craigslist.org/chc/ele/2147160806.html,Apple MacBook Pro 2.66GHz Intel Core i7 Silver Notebook Computer  -,2100,15,2.66,4,500,-457.3714
chicago,http://chicago.craigslist.org/chc/sys/2147007747.html,MacBook Pro 15 inch -,1500,15,2.8,4,500,310.868
chicago,http://chicago.craigslist.org/chc/sys/2146309711.html,MacBook Pro 17' 8GB RAM -,2700,17,2.66,8,500,-915.5114
chicago,http://chicago.craigslist.org/chc/sys/2146140260.html,Unibody Macbook / Pro 2.4 GHz  -,800,10,2.4,2,256,125.014
chicago,http://chicago.craigslist.org/nch/sys/2145904787.html,Macbook Pro 15' -,800,10,2.4,4,200,114.534
chicago,http://chicago.craigslist.org/chc/sys/2144957406.html,"Apple Macbook Pro 15"" 3.06Ghz 256GB SSD 8GB Applecare -",800,15,3.06,8,256,1245.5926
chicago,http://chicago.craigslist.org/chc/sys/2144869990.html,"Apple MacBook Pro, 17"" 2GB 2.16GHZ Intel Core Duo -",800,17,2.16,2,100,170.8336
chicago,http://chicago.craigslist.org/chc/ele/2143518305.html,Brand New Macbook Pro 17in i5 -,1800,10,2.53,4,500,-600.2437
chicago,http://chicago.craigslist.org/chc/sys/2143444662.html,"15.4"" 2.66 GHz mint MacBook Pro w/AppleCare to 11/2012 -",1350,10,2.66,4,320,-71.4214
chicago,http://chicago.craigslist.org/chc/ele/2142354606.html,15' MacBook Pro - Fully Loaded $2200 Value -,1600,15,2.53,4,500,-113.5937
chicago,http://chicago.craigslist.org/chc/sys/2141389270.html,17' Macbook Pro -,800,17,2.33,2,250,439.6243
chicago,http://chicago.craigslist.org/chc/sys/2141325281.html,"MacBook Pro 15"" Snow Leopard -",1050,15,2.2,4,250,-67.658
chicago,http://chicago.craigslist.org/sox/sys/2141000948.html,Macbook Pro 2.4 GHz Core 2 Duo (Non-Unibody) -,850,15,2.4,0,500,452.984
chicago,http://chicago.craigslist.org/chc/ele/2140092285.html,2009 MacBook Pro Unibody Laptop (Apple) -,1150,15,2.53,2,300,236.8063
chicago,http://chicago.craigslist.org/chc/sys/2139808739.html,"17"" Macbook Pro for the Media Lover -",1199,17,2.4,2,200,103.244
chicago,http://chicago.craigslist.org/chc/sys/2139795701.html,"15"" MacBook Pro -",899,15,2.4,2,200,288.584
chicago,http://chicago.craigslist.org/nwc/sys/2138762568.html,"MacBook Pro 15"" OS X Snow Leopard -",1800,10,2.66,4,320,-521.4214
dallas,http://dallas.craigslist.org/dal/sys/2148227053.html,"NEW Unibody Macbook Pro 15"" Intel Core i5 w/ 4GB RAM -",1625,15,2.4,4,320,-372.216
dallas,http://dallas.craigslist.org/ndf/sys/2147896284.html,Apple Macbook Pro 15 2.66Ghz 4GB 320GB CNC Unibody Construction -,1300,10,2.66,4,320,-21.4214
dallas,http://dallas.craigslist.org/dal/sys/2147880392.html,17 in Macbook Pro 2.5ghz 4gb ram 250gb hd -,1100,16,2.5,4,250,300.185
dallas,http://dallas.craigslist.org/ndf/sys/2146521769.html,Apple MacBook Pro 17 -,1175,17,2.4,2,320,178.844
dallas,http://dallas.craigslist.org/dal/sys/2146021918.html,"MacBook Pro 17"" Brand New &amp; Lated Model -",1950,17,2.67,4,500,-180.6943
dallas,http://dallas.craigslist.org/dal/sys/2141728053.html,"Apple MacBook Pro 15"" Intel Core 2 Duo 4GB Adobe C s5 MS Office 2011 -",800,10,2.16,4,120,-208.2764
dallas,http://dallas.craigslist.org/dal/sys/2139017366.html,"MacBook White, MacBook Air, &amp; MacBook Pro Brand New -",950,13,2.4,4,250,158.024
dallas,http://dallas.craigslist.org/dal/sys/2136627858.html,MacbooK PRO*MODEL 2010*UNDER GARRANTY UNTIL JULY 2011*2.4GHZ*250GB HDD -,950,13,2.4,4,250,158.024
dallas,http://dallas.craigslist.org/dal/sys/2134065468.html,"Macbook Pro 15"" Perfect Conditions! And Extras for you.... -",1300,10,2.4,2,250,-377.566
dallas,http://dallas.craigslist.org/dal/sys/2133505949.html,2009 macbook pro 13  -,850,13,2.26,2,150,33.1846
dallas,http://dallas.craigslist.org/ndf/sys/2129015645.html,Macbook Pro 13 -,875,13,2.26,4,160,26.0846
dallas,http://dallas.craigslist.org/sdf/sys/2128981672.html,"*STILL AVAIL* 15"" MacBook Pro, 2.4 GHz, 250 GB HDD, 4GB RAM, AppleCare -",1175,15,2.4,4,250,47.684
dallas,http://dallas.craigslist.org/mdf/sys/2126262050.html,Apple MacBook Pro 17 Inch 2.4 GHz - with WARRANTY -,1200,18,2.4,2,160,142.374
dallas,http://dallas.craigslist.org/mdf/sys/2122779198.html,Apple MacBook Pro 17 Unibody Brand New -,995,17,2.66,4,500,762.2886
dallas,http://dallas.craigslist.org/dal/sys/2120260679.html,MacBook Pro -,1000,15,2.2,2,120,-87.158
dallas,http://dallas.craigslist.org/mdf/sys/2105642058.html,MACBOOK PRO ALUMINUM 15 INCH -,1200,15,2.4,4,250,22.684
dallas,http://dallas.craigslist.org/dal/sys/2100802774.html,"MacBook Pro Unibody 15"" -",1500,15,2.8,4,500,310.868
dallas,http://dallas.craigslist.org/dal/sys/2099775543.html,"NEW 15"" Apple Macbook Pro 2.66GHz 4GB i7  -",1925,10,2.66,4,500,-569.0214
dallas,http://dallas.craigslist.org/ndf/sys/2087758298.html,"Apple MacBook Pro 13.3"" LED Notebook - Core 2 Duo 2.40 GHz - Aluminum -",1199,13,2.4,4,250,-90.976
dallas,http://dallas.craigslist.org/dal/sys/2087270814.html,MACBOOK PRO 17IN LED Notebook - Core i5 2.53 GHz -,2300,10,2.53,4,500,-1100.2437
dallas,http://dallas.craigslist.org/ndf/sys/2084788975.html,"Macbook Pro 17""3 .06Ghz processor -",1200,17,3.06,8,500,1065.1726
dallas,http://dallas.craigslist.org/dal/sys/2081445485.html,"MacBook Pro 17""- Priced to sell -",1100,10,2.33,3,185,-282.8357
denver,http://denver.craigslist.org/sys/2147938624.html,"MacBook Pro 13"" 2.53 Ghz 250 GB HD 4GB RAM -",1300,13,2.53,4,250,-35.7537
denver,http://denver.craigslist.org/sys/2147345164.html,"Apple MacBook Pro w/ AppleCare (15"", 4GB, 2.53GHz. 320GB HD) -",1200,15,2.53,4,320,209.0063
denver,http://denver.craigslist.org/sys/2147092388.html,2010 15-inch MacBook Pro -,1300,15,2.53,4,250,78.9063
denver,http://denver.craigslist.org/sys/2146022854.html,"15"" MacBook Pro - 2.4 GHz Core 2 Duo *with Apple Care Warranty* -",999,15,2.4,4,200,202.184
denver,http://denver.craigslist.org/sys/2145285835.html,"Brand New 13"" MacBook Pro(2.4GHz, 8GB DDR3, 500GB HD)+Tons of Software -",1350,10,2.4,8,500,-279.266
denver,http://denver.craigslist.org/sys/2141947937.html,"MacBook Pro 13"" -",1000,13,2.66,4,250,420.4686
denver,http://denver.craigslist.org/sys/2140124503.html,MacBook Pro 2.33Ghz -,900,15,2.33,2,200,203.4643
denver,http://denver.craigslist.org/sys/2139692043.html,Macbook pro 15inch *look like new* -,1300,15,2.53,4,250,78.9063
denver,http://denver.craigslist.org/sys/2139318280.html,"Apple MacBook Pro 2.4GHz, 2GB RAM, 200GB HDD, Like new -",900,15,2.4,2,200,287.584
denver,http://denver.craigslist.org/sys/2138910957.html,2009 MacBook Pro Unibody 15'' 2.4 C2D - 2GB ram 250gb hdd -,1300,15,2.4,2,250,-90.916
denver,http://denver.craigslist.org/sys/2138691366.html,MacBook Pro -,1100,10,2.33,3,500,-147.3857
denver,http://denver.craigslist.org/sys/2138245033.html,"13"" Unibody Macbook Pro w/Apple Care -",800,13,2.26,2,160,87.4846
denver,http://denver.craigslist.org/sys/2138084314.html,"PRICE REDUCED - Apple MacBook Pro 15"" -",775,15,2.2,2,160,155.042
denver,http://denver.craigslist.org/sys/2135395427.html,"13.3"" Macbook Pro - 9.5/10 Condition - 2.4GHz, 4GB RAM, NVIDIA 320M -",950,13,2.4,4,250,158.024
denver,http://denver.craigslist.org/sys/2134117217.html,"15"" Macbook Pro Unibody - 2.53gz 4gbRAM 512mbVid 320gb HD! LIKENEW obo -",1475,15,2.53,4,320,-65.9937
